interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,isDefault
7.551,8.0,13.38545455,16,0,0.0,97.56923077,30245.0,900.0,720.0,0,A,3,2,0,10+ years,4,0
27.324,0.0,6.6,5,1,1.0,0.0,0.0,840.0,720.0,0,E,5,2,0,10+ years,2,0
4.788,3.0,17.45454545,8,0,0.0,66.0,15369.23077,779.5454545,668.1818182,0,A,3,0,0,4 years,4,0
14.289,8.0,18.73636364,9,0,0.0,82.15384615,24905.53846,653.8636364,560.4545455,0,C,3,1,1,10+ years,0,0
6.858,1.0,9.24,6,0,0.0,64.26923077,6964.461538,1070.454545,856.3636364,0,A,3,2,0,,0,0
24.49,1.0,0.908181818,4,0,0.0,7.5,371.5384615,696.8181818,597.2727273,0,E,3,1,1,3 years,0,0
15.037,4.0,12.47,10,0,0.0,59.42307692,7245.0,726.5151515,622.7272727,0,C,5,0,0,,0,0
13.131,,24.64,11,0,0.0,68.0,20798.0,763.75,705.0,0,D,3,0,1,< 1 year,0,0
11.539,3.0,4.736363636,6,4,0.0,27.35384615,2507.076923,679.5454545,627.2727273,0,B,3,1,1,,4,0
8.82,8.0,15.91,14,0,0.0,72.6,30774.46154,737.1212121,631.8181818,0,B,3,2,0,< 1 year,10,0
8.9,5.0,30.26181818,19,0,0.0,64.6,12741.92308,927.2727273,741.8181818,0,A,3,1,1,3 years,4,0
17.09,15.0,34.49,28,0,0.0,43.4,34025.76923,710.7954545,568.6363636,0,D,3,0,1,1 year,0,1
16.78,3.0,15.05454545,16,0,0.0,95.0,17705.53846,695.4545455,556.3636364,0,C,3,2,1,2 years,12,0
13.59,3.0,9.818181818,6,0,0.0,43.07692308,15387.07692,593.8636364,548.1818182,0,C,3,1,0,10+ years,4,0
7.101,7.0,32.60727273,13,0,0.0,81.84615385,19568.30769,680.1136364,544.0909091,0,A,3,1,0,3 years,4,0
10.75,8.0,21.78,17,0,0.0,53.09230769,26326.15385,672.9545455,576.8181818,0,B,3,0,0,6 years,0,0
10.791,4.0,14.11,8,0,0.0,43.5,5987.076923,634.7727273,544.0909091,0,C,3,1,0,4 years,4,0
11.49,,21.44,13,0,0.0,65.53846154,14673.23077,784.0909091,627.2727273,0,B,3,0,1,1 year,5,1
9.93,4.0,7.072727273,7,0,0.0,61.2,12204.0,699.2424242,645.4545455,0,B,3,2,1,10+ years,0,0
10.503,9.0,25.84,17,0,0.0,55.67692308,21121.84615,862.5,690.0,0,B,5,1,0,3 years,4,0
15.99,13.0,12.49090909,26,0,0.0,31.38461538,33520.61538,731.25,585.0,0,C,3,0,2,10+ years,4,0
12.089,8.0,22.88727273,16,0,0.0,56.75384615,61713.0,731.8181818,627.2727273,0,B,3,2,0,10+ years,2,0
14.135,4.0,24.48,10,0,0.0,67.73846154,27444.30769,884.5454545,758.1818182,0,B,3,1,2,7 years,0,0
15.291,3.0,15.87272727,12,0,0.0,28.0,3159.0,840.9090909,672.7272727,0,D,3,1,0,10+ years,0,1
13.98,3.0,24.19,6,0,0.0,38.12307692,7429.0,789.7727273,631.8181818,0,C,3,1,0,< 1 year,1,1
9.99,11.0,34.53818182,13,0,0.0,100.0,445378.0,810.8333333,695.0,3,B,3,2,0,3 years,0,0
13.189,1.0,9.229090909,5,0,0.0,7.3,669.2307692,961.3636364,769.0909091,1,B,5,1,1,10+ years,2,0
12.584,3.0,24.41,14,0,0.0,43.73076923,15507.0,777.2727273,621.8181818,3,B,3,1,0,< 1 year,0,0
4.788,4.0,11.56909091,9,0,0.0,30.18461538,5034.461538,960.9090909,823.6363636,2,A,3,0,0,,0,0
7.101,7.0,18.30272727,10,0,0.0,68.03076923,22352.30769,679.5454545,627.2727273,3,A,3,1,0,10+ years,4,0
17.145,6.0,14.76818182,8,0,0.0,61.2,7513.692308,589.4318182,544.0909091,0,D,3,0,1,7 years,5,0
12.591,6.0,16.03636364,9,0,0.0,50.3,9369.230769,685.2272727,548.1818182,3,C,3,1,1,10+ years,0,0
12.99,8.0,18.72,11,0,0.0,23.8,4188.0,714.0151515,659.0909091,0,C,3,1,1,< 1 year,0,0
15.05,5.0,19.8,8,0,0.0,53.26153846,8993.538462,868.75,695.0,3,C,5,0,1,10+ years,4,0
13.332,,17.78727273,13,0,0.0,53.3,18353.07692,869.1666667,745.0,1,B,5,1,0,2 years,4,0
12.591,6.0,24.44727273,10,0,0.0,71.0,10173.69231,585.0,540.0,0,C,5,1,2,4 years,0,1
10.791,2.0,8.956363636,7,0,0.0,51.90769231,6272.307692,795.4545455,636.3636364,3,B,3,0,0,10+ years,4,0
7.101,5.0,23.77,12,0,0.0,62.5,15494.0,684.469697,631.8181818,3,A,3,1,1,5 years,3,0
18.689,7.0,26.65454545,14,0,0.0,95.2,17412.0,654.9242424,604.5454545,3,D,3,0,1,5 years,0,0
11.799,6.0,26.57272727,18,0,0.0,63.0,23153.53846,624.8863636,576.8181818,0,B,3,2,0,< 1 year,0,1
17.568,7.0,29.45454545,18,0,0.0,48.56923077,25328.15385,809.5454545,747.2727273,1,E,5,2,1,< 1 year,5,0
10.908,9.0,9.032727273,10,0,0.0,64.61538462,11646.0,913.6363636,730.9090909,2,B,3,0,0,5 years,4,0
9.76,,4.148181818,8,0,0.0,61.6,13455.0,769.1666667,710.0,1,B,3,0,1,2 years,0,0
8.487,9.0,51.10909091,19,0,0.0,56.5,54999.53846,890.9090909,763.6363636,3,B,3,0,0,8 years,4,0
6.633,3.0,22.26,15,0,0.0,2.584615385,1402.153846,1005.454545,861.8181818,1,A,3,1,0,6 years,2,0
20.075,2.0,33.13,9,0,0.0,100.0,18800.76923,715.9090909,613.6363636,3,E,5,1,1,3 years,0,0
8.937,7.0,18.85090909,25,0,0.0,20.46153846,30642.76923,821.969697,704.5454545,3,B,3,2,0,< 1 year,0,0
12.59,2.0,16.02545455,7,0,0.0,30.46153846,15429.23077,897.7272727,718.1818182,5,C,5,0,2,,0,0
16.841,6.0,5.4,16,0,0.0,57.96923077,20021.07692,920.4545455,736.3636364,3,C,3,1,2,1 year,0,0
11.715,,21.77181818,14,0,0.0,0.576923077,61348.61538,709.0909091,654.5454545,1,B,5,0,0,10+ years,8,0
10.384,3.0,6.752727273,4,0,0.0,90.34615385,7223.076923,725.8333333,670.0,1,B,3,0,1,7 years,0,0
14.685,4.0,13.81090909,9,0,0.0,79.01538462,14039.0,795.4545455,636.3636364,3,C,3,0,1,2 years,4,0
17.568,6.0,23.74545455,9,0,0.0,85.73076923,14748.0,705.6818182,564.5454545,2,E,3,2,2,,10,0
17.27,9.0,24.19636364,12,1,1.0,31.76923077,12597.84615,674.6212121,622.7272727,3,C,3,2,1,,0,0
12.59,9.0,20.02909091,15,1,1.0,37.1,8940.615385,791.8181818,730.9090909,3,C,3,2,0,10+ years,5,0
5.32,1.0,1.677272727,4,0,0.0,2.538461538,522.3076923,813.0681818,650.4545455,3,A,3,0,1,10+ years,5,0
11.358,3.0,0.294545455,9,0,0.0,9.461538462,2352.692308,887.5,710.0,2,C,3,1,0,10+ years,2,0
15.61,4.0,10.6,10,0,0.0,93.57692308,12334.0,856.25,685.0,3,C,5,1,1,10+ years,0,0
13.519,2.0,16.28181818,17,1,1.0,3.138461538,175.3846154,874.5454545,807.2727273,0,C,5,1,0,6 years,0,1
10.99,4.0,5.1,12,0,0.0,24.83076923,6073.0,677.7272727,580.9090909,2,B,3,0,0,4 years,4,0
13.491,10.0,20.69454545,17,0,0.0,76.15384615,43174.61538,968.1818182,774.5454545,5,C,5,2,0,5 years,0,0
7.101,2.0,9.709090909,22,0,0.0,84.10769231,7814.0,871.8181818,747.2727273,3,A,3,0,0,6 years,0,0
11.799,1.0,5.881818182,6,0,0.0,108.6923077,8606.769231,607.1590909,560.4545455,1,B,3,0,2,1 year,0,0
11.241,8.0,26.79,13,0,0.0,87.98461538,44472.69231,823.8636364,659.0909091,0,B,3,1,0,9 years,4,1
10.791,7.0,22.33,10,0,0.0,84.10769231,24445.0,793.3333333,680.0,3,B,3,0,1,< 1 year,0,0
7.97,4.0,4.532727273,7,0,0.0,6.4,2386.461538,696.8181818,597.2727273,1,A,3,0,0,2 years,9,0
12.141,6.0,10.68545455,10,0,0.0,90.80769231,12756.0,846.3636364,725.4545455,0,C,3,0,2,3 years,2,1
16.115,5.0,21.16363636,9,3,0.0,67.9,7526.769231,705.3030303,604.5454545,5,C,5,0,1,1 year,4,0
14.663,7.0,15.6,14,0,0.0,29.42307692,6300.923077,772.7272727,618.1818182,0,C,3,0,1,6 years,3,0
20.49,16.0,16.97727273,19,1,1.0,41.0,10860.0,791.8181818,730.9090909,0,E,5,2,2,10+ years,0,1
16.191,2.0,11.49545455,7,0,0.0,62.24615385,4795.0,715.9090909,572.7272727,3,D,3,1,1,1 year,0,0
7.101,6.0,8.53,8,1,1.0,22.7,4576.0,715.0,660.0,2,A,3,1,1,3 years,4,0
8.24,6.0,20.14,11,0,0.0,30.26153846,9383.076923,906.25,725.0,0,B,3,2,0,10+ years,0,0
11.466,4.0,17.18181818,15,3,3.0,8.953846154,8650.384615,663.4090909,568.6363636,1,C,3,1,1,10+ years,5,0
16.99,2.0,25.16727273,9,0,0.0,56.58461538,5726.538462,639.5454545,548.1818182,0,D,3,2,0,5 years,0,1
14.09,3.0,14.79090909,8,0,0.0,76.1,15947.07692,710.7954545,568.6363636,3,B,3,0,0,5 years,0,0
7.964,1.0,14.23636364,11,0,0.0,42.53846154,9259.384615,687.2727273,589.0909091,0,A,3,2,0,5 years,9,1
23.837,,19.9,16,0,0.0,53.0,13082.0,710.6060606,609.0909091,4,F,5,2,0,4 years,0,0
10.42,5.0,14.13818182,7,0,0.0,72.80769231,16524.30769,679.5454545,627.2727273,3,B,3,0,1,10+ years,0,0
16.99,4.0,31.54,10,0,0.0,69.80769231,4844.0,787.5,675.0,1,D,3,2,0,,9,0
13.629,3.0,30.06545455,7,1,1.0,60.55384615,3461.230769,781.6666667,670.0,0,C,3,2,2,,0,0
17.568,8.0,25.39090909,16,0,0.0,67.63076923,17504.30769,616.0227273,568.6363636,1,D,3,2,2,3 years,0,0
18.99,2.0,5.236363636,4,2,1.0,52.15384615,1668.461538,780.0,720.0,3,E,3,1,1,,5,0
6.291,5.0,13.50909091,15,0,0.0,45.98461538,17102.61538,887.5,710.0,0,A,3,2,0,2 years,2,0
15.41,11.0,39.18545455,19,1,1.0,64.06153846,23846.30769,927.2727273,741.8181818,0,D,5,0,0,8 years,0,0
6.291,12.0,11.62,13,0,0.0,54.92307692,56355.0,679.5454545,627.2727273,0,A,3,0,0,2 years,4,0
22.91,3.0,26.91818182,8,0,0.0,79.03846154,71824.30769,868.75,695.0,0,E,3,2,2,10+ years,6,0
15.291,3.0,9.63,7,0,0.0,40.43076923,9725.692308,906.8181818,725.4545455,0,D,3,0,1,2 years,0,0
18.675,7.0,14.18727273,12,0,0.0,71.2,41149.0,654.9242424,604.5454545,0,E,5,1,0,10+ years,0,0
18.55,3.0,13.51636364,9,0,0.0,43.75384615,2492.307692,827.2727273,763.6363636,0,D,3,0,1,2 years,5,0
19.22,3.0,35.52,7,0,0.0,107.3076923,40255.38462,790.1515152,677.2727273,0,D,5,2,1,2 years,4,0
10.341,4.0,13.32,6,0,0.0,75.69230769,21116.0,767.0454545,613.6363636,0,B,5,2,1,10+ years,0,0
20.817,12.0,33.74545455,17,0,0.0,88.4,27341.53846,650.0,600.0,0,F,3,1,1,10+ years,5,0
11.14,9.0,12.91909091,12,0,0.0,73.8,15490.0,795.4545455,636.3636364,0,B,3,2,0,7 years,0,0
17.145,4.0,12.58363636,7,0,0.0,54.55384615,32291.53846,721.2121212,618.1818182,0,D,5,2,0,2 years,4,1
10.989,7.0,24.93818182,9,0,0.0,81.73846154,20109.38462,755.6818182,604.5454545,0,B,3,1,2,10+ years,2,0
6.831,4.0,15.70909091,17,0,0.0,35.88461538,34547.69231,915.9090909,845.4545455,0,A,3,2,0,8 years,4,0
19.646,8.0,33.85454545,15,0,0.0,72.26153846,22120.0,630.0,540.0,0,D,3,2,0,10+ years,2,0
8.679,3.0,3.24,9,0,0.0,33.6,27267.69231,752.9166667,695.0,0,A,3,1,0,10+ years,0,0
21.109,4.0,4.38,6,0,0.0,32.4,4819.384615,767.0454545,613.6363636,0,E,5,2,0,2 years,4,0
17.77,4.0,21.25,9,1,1.0,41.88461538,4384.153846,747.7272727,640.9090909,0,D,3,1,0,10+ years,0,1
12.12,5.0,30.73090909,6,0,0.0,64.3,3859.0,850.0,680.0,0,B,3,0,1,9 years,0,0
12.591,6.0,18.94909091,12,0,0.0,51.26153846,26064.23077,815.4545455,752.7272727,0,C,3,2,1,2 years,0,0
7.89,3.0,15.19090909,12,0,0.0,51.47692308,10917.84615,715.9090909,572.7272727,0,A,3,1,0,5 years,0,0
13.491,3.0,15.88090909,17,0,0.0,25.8,4543.0,709.0909091,654.5454545,0,C,5,1,0,5 years,9,0
12.74,2.0,17.26909091,2,0,0.0,59.65384615,15162.69231,935.4545455,801.8181818,0,C,3,2,1,,9,0
7.89,4.0,11.80636364,8,0,0.0,51.92307692,7428.0,611.5909091,564.5454545,0,A,3,0,0,4 years,0,0
8.991,5.0,20.67545455,8,0,0.0,88.0,37344.46154,710.7954545,568.6363636,0,B,3,2,1,10+ years,0,0
13.35,4.0,16.06909091,9,1,1.0,36.3,2717.538462,598.2954545,552.2727273,0,C,3,1,0,10+ years,2,0
12.85,3.0,30.11818182,16,0,0.0,66.76923077,18598.84615,897.2727273,769.0909091,0,B,3,2,1,3 years,0,0
12.74,5.0,13.0,5,0,0.0,30.46153846,2254.153846,822.5,705.0,0,C,3,1,1,,0,0
11.48,5.0,16.85,21,0,0.0,33.1,28162.61538,850.0,680.0,0,B,5,1,1,10+ years,4,0
9.229,5.0,25.13454545,14,0,0.0,73.44615385,87085.38462,840.9090909,672.7272727,0,A,3,1,0,10+ years,0,0
12.254,4.0,11.17090909,9,0,0.0,37.04615385,72072.0,852.2727273,681.8181818,0,B,5,2,0,10+ years,2,0
17.991,2.0,1.516363636,5,0,0.0,17.98461538,11578.15385,800.7575758,686.3636364,0,D,5,2,0,10+ years,10,0
17.99,7.0,29.1,22,0,0.0,59.4,47455.38462,940.9090909,752.7272727,0,D,5,2,0,10+ years,0,0
10.087,19.0,19.87,25,0,0.0,59.07692308,31197.69231,750.0,600.0,1,B,3,0,0,10+ years,2,0
13.332,7.0,13.32,11,0,0.0,52.38461538,35784.23077,892.2727273,823.6363636,5,B,5,2,0,7 years,0,0
19.05,8.0,28.33,11,0,0.0,81.0,12643.38462,616.0227273,568.6363636,0,D,3,0,0,10+ years,0,0
11.691,8.0,7.903636364,9,0,0.0,79.47692308,26492.30769,799.1666667,685.0,3,B,3,1,1,10+ years,0,0
9.79,8.0,27.1,11,0,0.0,69.69230769,10808.07692,763.75,705.0,3,A,3,2,2,8 years,0,0
12.584,5.0,16.53636364,9,0,0.0,63.69230769,9474.230769,639.5454545,548.1818182,2,B,3,1,0,4 years,0,0
14.418,4.0,15.48,9,0,0.0,93.46153846,11665.84615,630.0,540.0,1,C,3,2,0,10+ years,0,0
9.064,5.0,12.91818182,12,0,0.0,32.52307692,12420.0,709.0909091,654.5454545,0,B,3,0,1,2 years,2,1
12.001,1.0,6.34,7,1,0.0,0.115384615,4.615384615,791.8181818,730.9090909,1,B,3,1,1,< 1 year,0,0
8.69,6.0,8.650909091,13,0,0.0,46.8,11832.0,668.1818182,572.7272727,3,A,3,2,0,10+ years,0,0
15.378,9.0,23.95636364,12,0,0.0,85.72307692,32420.30769,821.3636364,758.1818182,3,C,3,1,2,10+ years,0,0
12.089,2.0,6.141818182,8,0,0.0,29.26153846,3744.923077,806.0606061,690.9090909,1,B,5,2,0,10+ years,9,0
9.229,3.0,26.99090909,5,4,3.0,47.7,4719.0,784.0909091,627.2727273,3,A,3,2,1,,4,0
10.49,11.0,9.992727273,14,1,1.0,23.07692308,8080.384615,839.0909091,774.5454545,1,B,3,0,0,3 years,2,0
13.49,6.0,17.67272727,16,0,0.0,24.76923077,17405.76923,941.8181818,807.2727273,2,C,3,0,0,10+ years,4,0
10.341,10.0,16.70181818,16,0,0.0,58.15384615,16424.0,934.0909091,747.2727273,3,B,3,1,0,2 years,0,0
8.775,2.0,10.71818182,22,0,0.0,30.57692308,9978.0,787.5,675.0,0,B,3,0,1,1 year,0,0
12.089,9.0,17.07,15,0,0.0,30.55384615,13455.0,787.5,675.0,3,B,3,0,0,10+ years,4,0
21.109,5.0,32.04,9,1,0.0,71.0,3668.0,770.0,660.0,0,E,3,1,0,10+ years,0,1
12.879,9.0,42.85090909,12,0,0.0,14.43076923,1517.538462,781.6666667,670.0,0,C,3,1,1,10+ years,0,1
14.661,4.0,19.58181818,8,0,0.0,61.92307692,16686.0,684.469697,631.8181818,3,C,5,2,1,8 years,0,0
21.12,7.0,11.10909091,8,0,0.0,89.3,6520.0,755.6818182,604.5454545,3,D,3,2,0,6 years,0,0
9.072,5.0,26.89,23,0,0.0,6.030769231,5540.0,669.2045455,617.7272727,1,B,3,0,1,2 years,0,0
10.076,4.0,25.01454545,11,0,0.0,31.75384615,5441.0,1015.909091,812.7272727,0,B,3,0,0,10+ years,4,1
8.496,2.0,17.71,13,0,0.0,23.15384615,3403.076923,593.8636364,548.1818182,2,B,3,0,0,2 years,0,0
14.661,1.0,1.045454545,3,0,0.0,94.98461538,2206.0,846.5909091,677.2727273,3,C,3,2,1,7 years,1,0
10.791,7.0,20.11909091,20,0,0.0,47.49230769,13828.84615,799.1666667,685.0,3,C,3,2,0,,0,0
20.075,6.0,23.32727273,9,0,0.0,105.2153846,64366.0,675.0,540.0,0,D,3,2,0,9 years,5,0
5.852,3.0,5.09,15,0,0.0,1.5,993.2307692,939.5454545,867.2727273,2,A,3,1,0,< 1 year,3,0
11.061,2.0,14.06363636,7,1,0.0,69.24615385,2550.461538,780.0,720.0,3,C,3,1,0,9 years,0,0
11.858,0.0,10.15363636,6,0,0.0,0.0,0.0,792.6136364,634.0909091,0,B,3,1,2,10+ years,4,0
12.141,13.0,18.06545455,21,0,0.0,78.69230769,30825.0,639.5454545,548.1818182,3,C,3,0,0,6 years,0,0
7.964,7.0,24.09545455,14,0,0.0,40.27692308,27709.0,768.9393939,659.0909091,3,A,3,1,0,< 1 year,1,0
17.523,6.0,25.49,9,0,0.0,82.27692308,45294.0,758.3333333,700.0,1,D,5,2,2,2 years,0,0
5.32,7.0,14.28,15,0,0.0,10.3,12282.0,859.0909091,736.3636364,0,A,3,0,0,,2,0
13.33,2.0,21.55636364,6,0,0.0,83.1,11627.53846,831.25,665.0,0,C,5,1,1,10+ years,5,1
8.019,,9.63,8,0,0.0,61.06153846,18114.0,851.6666667,730.0,2,A,3,1,1,5 years,0,0
9.16,2.0,14.67,10,0,0.0,14.67692308,10003.84615,792.6136364,634.0909091,3,B,3,1,1,5 years,4,0
10.087,10.0,35.14909091,13,0,0.0,53.35384615,25131.69231,755.6818182,604.5454545,1,B,3,0,2,,4,0
17.091,5.0,26.4,10,0,0.0,76.03076923,12553.69231,704.1666667,650.0,4,D,5,1,1,1 year,0,0
12.29,5.0,19.46363636,10,0,0.0,82.70769231,5478.461538,862.5,690.0,3,C,3,0,0,2 years,2,0
7.12,8.0,18.41454545,17,0,0.0,36.9,22895.0,935.4545455,801.8181818,3,A,3,0,0,6 years,0,0
6.858,6.0,14.77,8,0,0.0,33.32307692,14644.0,806.8181818,645.4545455,3,A,3,2,1,10+ years,0,0
13.491,5.0,7.45,6,0,0.0,42.57692308,4755.0,775.8333333,665.0,3,C,3,2,1,2 years,0,0
15.993,6.0,9.254545455,12,0,0.0,50.3,10333.0,831.25,665.0,0,D,3,2,0,6 years,5,1
12.591,9.0,22.00090909,13,0,0.0,78.73846154,22350.0,761.3636364,609.0909091,0,C,5,1,1,5 years,4,1
18.99,7.0,16.71818182,19,0,0.0,87.23076923,31678.15385,685.2272727,548.1818182,0,D,3,1,0,< 1 year,5,1
11.421,8.0,24.3,13,0,0.0,52.70769231,7176.923077,840.0,720.0,0,C,3,0,1,3 years,3,1
12.69,10.0,27.62,15,0,0.0,103.7307692,13166.53846,934.0909091,747.2727273,0,C,3,0,1,10+ years,0,1
14.31,9.0,32.35636364,14,0,0.0,60.4,18921.53846,611.5909091,564.5454545,0,C,5,1,0,3 years,4,1
11.997,11.0,25.27272727,17,1,0.0,30.64615385,9510.307692,913.6363636,730.9090909,3,C,3,2,2,10+ years,0,0
27.489,3.0,17.01818182,15,0,0.0,35.96923077,9100.0,753.030303,645.4545455,3,F,5,2,0,4 years,5,0
10.15,5.0,12.27,7,0,0.0,80.19230769,54836.0,763.6363636,654.5454545,3,B,3,2,0,10+ years,4,0
14.841,13.0,16.49454545,23,0,0.0,56.76923077,19404.0,685.2272727,548.1818182,0,D,3,0,0,10+ years,0,1
17.577,19.0,48.67,30,4,0.0,54.69230769,15159.23077,755.6818182,604.5454545,2,D,3,1,0,5 years,2,0
9.81,4.0,16.09363636,10,0,0.0,20.8,3225.0,731.25,585.0,0,B,3,1,1,5 years,5,0
8.69,,5.818181818,7,0,0.0,13.10769231,11196.92308,945.4545455,872.7272727,1,A,5,0,0,6 years,2,0
7.731,7.0,16.99636364,8,1,0.0,49.38461538,27204.23077,611.5909091,564.5454545,3,A,3,1,2,10+ years,0,0
12.141,7.0,12.11818182,12,0,0.0,44.58461538,6581.538462,710.6060606,609.0909091,3,C,3,1,0,2 years,0,0
14.685,4.0,41.14909091,8,0,0.0,75.80769231,18508.84615,689.3939394,636.3636364,3,C,3,2,1,10+ years,0,0
12.342,7.0,24.07636364,16,2,0.0,36.46153846,17757.0,871.8181818,747.2727273,1,B,3,1,0,< 1 year,3,0
15.61,4.0,13.82727273,8,0,0.0,74.07692308,5390.0,780.0,720.0,0,C,3,0,0,10+ years,0,1
10.99,8.0,12.0,10,2,2.0,64.9,7530.0,780.0,720.0,3,B,3,1,0,10+ years,0,0
11.241,2.0,11.73,4,0,0.0,49.5,4357.846154,706.3636364,605.4545455,2,B,5,1,1,10+ years,0,0
14.663,1.0,11.55454545,7,2,1.0,36.18461538,1267.538462,761.3636364,609.0909091,0,C,5,0,2,2 years,4,0
11.151,4.0,21.22363636,9,0,0.0,80.87692308,6446.769231,725.8333333,670.0,1,C,3,2,0,1 year,4,0
7.139,4.0,25.94,15,0,0.0,57.83076923,17867.23077,903.6363636,774.5454545,2,A,3,1,0,9 years,4,0
16.489,4.0,24.34090909,13,0,0.0,68.76923077,26058.46154,900.0,720.0,3,C,3,0,0,10+ years,5,0
12.204,1.0,9.254545455,4,0,0.0,0.0,45729.23077,900.0,720.0,3,C,5,1,0,6 years,2,0
14.661,6.0,31.00090909,20,1,1.0,15.6,7889.538462,815.4545455,752.7272727,3,D,3,1,0,8 years,0,0
6.048,7.0,9.376363636,15,0,0.0,3.7,3064.615385,933.3333333,800.0,2,A,3,0,2,,2,0
6.03,5.0,4.26,10,0,0.0,19.3,12964.61538,700.2272727,646.3636364,1,A,3,1,2,7 years,0,0
8.239,8.0,29.48181818,16,0,0.0,59.9,35101.84615,884.5454545,758.1818182,3,A,3,0,0,4 years,0,0
19.327,10.0,15.27,18,0,0.0,27.78461538,9929.230769,705.6818182,564.5454545,0,D,5,2,0,2 years,0,1
14.661,,8.2,10,0,0.0,67.52307692,13293.53846,843.75,675.0,3,C,3,0,2,10+ years,0,0
9.891,1.0,22.88,7,0,0.0,18.9,6117.692308,805.0,690.0,3,B,3,1,2,10+ years,0,0
17.046,0.0,16.91,4,1,1.0,0.0,0.0,616.0227273,568.6363636,0,D,3,1,2,< 1 year,2,0
12.639,4.0,25.81818182,9,0,0.0,44.4,12688.61538,859.0909091,736.3636364,3,B,3,2,2,10+ years,5,0
12.99,8.0,23.64,15,0,0.0,45.50769231,14217.53846,750.0,600.0,0,C,3,0,2,1 year,0,1
14.99,18.0,33.67272727,27,0,0.0,36.4,39518.76923,900.0,720.0,2,C,3,0,0,10+ years,5,0
11.691,14.0,15.30909091,21,0,0.0,77.0,188274.1538,778.4090909,622.7272727,2,C,3,2,0,,0,0
15.389,4.0,15.63,8,0,0.0,48.36923077,13981.0,781.6666667,670.0,2,C,3,2,2,10+ years,0,0
11.466,8.0,15.31636364,12,0,0.0,46.95384615,20660.0,787.5,675.0,0,C,3,1,2,,0,1
8.074,3.0,7.19,12,0,0.0,10.33846154,63806.0,939.5454545,867.2727273,0,A,3,0,0,10+ years,5,1
20.49,8.0,12.97,13,1,0.0,85.15384615,21627.84615,602.7272727,556.3636364,0,E,5,1,0,7 years,0,1
12.231,7.0,21.39,20,0,0.0,83.67692308,32997.23077,975.0,780.0,2,C,3,2,0,3 years,0,0
8.82,5.0,22.15454545,25,0,0.0,14.21538462,2880.0,720.4166667,665.0,3,B,3,1,1,10+ years,4,0
23.089,3.0,24.08727273,9,1,1.0,65.36923077,7192.769231,593.8636364,548.1818182,0,E,5,2,1,< 1 year,0,1
12.089,7.0,11.43,11,1,1.0,31.29230769,13451.84615,598.2954545,552.2727273,0,B,3,1,0,9 years,4,1
10.087,7.0,13.36,14,0,0.0,67.84615385,19185.38462,659.8484848,609.0909091,3,B,3,1,0,9 years,4,0
6.858,3.0,15.41,5,0,0.0,45.66153846,27411.92308,845.8333333,725.0,3,A,3,2,0,,0,0
6.741,3.0,18.37090909,19,0,0.0,49.84615385,12920.92308,822.5,705.0,0,A,3,1,1,1 year,0,0
14.031,3.0,16.76363636,10,0,0.0,35.44615385,10168.0,674.6212121,622.7272727,3,C,3,1,0,10+ years,0,0
6.24,4.0,10.45454545,14,0,0.0,44.0,21752.30769,912.5,730.0,3,A,3,1,1,7 years,0,0
12.59,15.0,24.2,22,0,0.0,43.38461538,14738.07692,598.2954545,552.2727273,2,C,3,2,1,3 years,0,0
10.296,8.0,29.36727273,13,0,0.0,56.21538462,20028.92308,731.8181818,627.2727273,0,B,5,1,0,10+ years,0,1
20.49,9.0,24.87,13,0,0.0,47.72307692,6150.461538,772.7272727,618.1818182,3,E,3,2,0,< 1 year,5,0
7.832,7.0,4.172727273,11,0,0.0,35.81538462,39741.92308,784.0909091,627.2727273,3,A,3,2,0,4 years,4,0
6.864,4.0,14.90909091,7,0,0.0,22.2,14710.76923,980.0,840.0,2,A,3,0,2,10+ years,4,0
8.253,4.0,21.41181818,8,1,1.0,47.4,6041.538462,654.9242424,604.5454545,2,B,3,1,1,8 years,0,0
11.539,6.0,5.97,16,0,0.0,40.8,20089.61538,878.1818182,752.7272727,3,B,3,0,0,3 years,0,0
8.01,4.0,13.59,9,0,0.0,49.43076923,16456.61538,893.75,715.0,1,A,3,0,0,1 year,0,0
19.773,10.0,27.31,17,1,1.0,64.4,18928.0,840.0,720.0,1,E,5,2,1,10+ years,0,0
8.679,3.0,13.10727273,9,0,0.0,16.2,6566.538462,962.5,770.0,3,A,3,1,0,9 years,2,0
16.489,4.0,18.52,11,1,1.0,62.30769231,8368.0,675.0,540.0,1,C,3,2,0,6 years,9,0
10.15,7.0,14.22818182,12,0,0.0,57.50769231,29872.76923,736.6666667,680.0,3,B,3,1,0,< 1 year,5,0
10.296,7.0,13.36363636,8,1,0.0,32.6,3497.307692,700.5681818,560.4545455,0,B,3,2,0,,0,1
13.491,8.0,12.99,11,0,0.0,82.4,15465.23077,781.6666667,670.0,0,C,3,1,0,10+ years,2,1
12.69,9.0,14.77636364,14,0,0.0,107.0769231,23973.38462,634.7727273,544.0909091,1,C,3,2,0,10+ years,0,0
20.933,5.0,21.60909091,12,0,0.0,32.8,8413.846154,787.5,675.0,0,D,3,2,0,,0,0
10.087,3.0,17.22272727,8,0,0.0,64.29230769,14538.46154,801.6666667,740.0,0,B,3,2,0,,0,1
