total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,post_code,region,debt_loan_ratio,app_type,isDefault
13090.90909,3,17.38,560.94,C,普通企业,批发和零售业,9 years,1,0,160,4,13.7,0,0
13636.36364,3,19.789,542.22,D,政府机构,金融业,10+ years,1,7,140,8,9.229090909,0,0
9090.909091,5,15.291,248.48,D,政府机构,房地产业,3 years,1,0,591,40,21.85454545,0,0
9545.454545,3,14.289,294.78,B,普通企业,住宿和餐饮业,2 years,1,4,2,2,8.803636364,0,0
19636.36364,5,21.699,518.98,F,普通企业,文化和体育业,10+ years,0,0,371,7,41.31,0,0
13477.27273,3,18.55,540.06,D,普通企业,电力、热力生产供应业,2 years,1,5,4,3,1.480909091,0,0
28000.0,3,10.026,918.55,B,普通企业,金融业,10+ years,0,4,786,5,27.67909091,0,0
7636.363636,3,9.44,224.04,B,上市企业,信息传输、软件和信息技术服务业,,2,2,408,14,20.42181818,0,0
35000.0,5,17.091,907.73,E,世界五百强,电力、热力生产供应业,< 1 year,0,0,616,0,13.14545455,0,0
9454.545455,3,14.08,273.74,C,普通企业,交通运输、仓储和邮政业,10+ years,1,0,377,11,22.13181818,0,0
13090.90909,3,11.241,401.39,B,普通企业,制造业,10+ years,0,4,134,8,26.28,0,0
30545.45455,3,14.031,978.74,C,普通企业,农、林、牧、渔业,5 years,0,0,686,37,28.07,0,0
21818.18182,3,8.253,765.1,B,上市企业,文化和体育业,4 years,0,0,38,21,11.03,0,0
20209.09091,3,9.891,559.76,B,世界五百强,交通运输、仓储和邮政业,10+ years,0,0,121,14,21.6,0,0
37818.18182,5,14.418,778.52,C,普通企业,金融业,10+ years,0,4,171,8,37.68,1,0
7200.0,3,4.788,216.83,A,世界五百强,交通运输、仓储和邮政业,6 years,0,0,162,2,17.56363636,0,0
14400.0,3,9.576,468.99,B,普通企业,国际组织,10+ years,0,0,424,24,40.75636364,0,1
16000.0,3,12.089,523.75,B,普通企业,电力、热力生产供应业,1 year,0,2,204,24,10.12909091,0,0
18909.09091,3,21.45,606.51,D,政府机构,建筑业,10+ years,2,0,167,8,23.6,0,0
12272.72727,3,15.906,516.03,C,普通企业,文化和体育业,8 years,1,0,38,21,25.01454545,0,0
6500.0,3,13.65,187.05,C,高等教育机构,信息传输、软件和信息技术服务业,1 year,0,0,144,5,6.782727273,0,0
8000.0,3,10.923,257.88,B,普通企业,信息传输、软件和信息技术服务业,,2,0,698,35,7.036363636,0,0
33829.54545,5,17.721,473.14,E,普通企业,住宿和餐饮业,4 years,0,1,171,8,18.10909091,0,0
8727.272727,3,13.014,275.22,C,政府机构,信息传输、软件和信息技术服务业,4 years,1,5,116,14,34.56,0,0
11818.18182,3,10.99,327.34,B,世界五百强,制造业,10+ years,0,5,549,8,24.72,0,0
5500.0,3,5.337,183.87,A,普通企业,金融业,9 years,1,0,62,13,22.38545455,0,0
5236.363636,3,6.99,197.59,A,政府机构,文化和体育业,10+ years,0,7,197,4,12.55090909,0,0
17500.0,3,16.32,618.02,D,普通企业,农、林、牧、渔业,,2,5,156,18,19.07272727,0,0
9090.909091,3,5.852,301.15,A,上市企业,电力、热力生产供应业,10+ years,0,0,63,14,13.60636364,0,0
21218.18182,5,26.57,588.93,F,普通企业,建筑业,3 years,1,1,116,14,38.78181818,0,0
12218.18182,3,10.91,366.2,B,幼教与中小学校,金融业,7 years,0,0,504,11,24.33272727,0,0
24545.45455,3,7.59,934.43,A,世界五百强,交通运输、仓储和邮政业,10+ years,2,0,70,32,18.37090909,0,0
21818.18182,5,17.091,622.45,D,普通企业,住宿和餐饮业,< 1 year,1,0,17,13,8.881818182,1,0
8181.818182,3,13.739,301.04,B,幼教与中小学校,信息传输、软件和信息技术服务业,2 years,0,0,79,2,21.39,0,0
8000.0,3,9.17,255.04,B,政府机构,公共服务、社会组织,9 years,0,4,397,35,18.49,0,0
19090.90909,3,8.679,657.0,A,上市企业,交通运输、仓储和邮政业,6 years,0,4,61,31,7.210909091,0,0
10909.09091,3,9.441,324.98,B,幼教与中小学校,电力、热力生产供应业,8 years,0,0,112,23,9.23,0,0
18181.81818,5,8.991,424.85,B,幼教与中小学校,住宿和餐饮业,9 years,1,0,51,13,15.53454545,0,0
28363.63636,3,12.705,792.0,B,幼教与中小学校,交通运输、仓储和邮政业,7 years,1,4,136,8,3.95,0,0
6545.454545,3,7.777,247.28,A,政府机构,采矿业,4 years,1,0,82,34,10.08,0,0
9163.636364,3,6.615,347.62,A,政府机构,金融业,10+ years,2,4,539,42,8.69,0,0
21818.18182,3,6.39,611.98,A,普通企业,电力、热力生产供应业,9 years,2,4,366,44,17.22727273,0,0
11500.0,3,12.681,393.55,B,普通企业,住宿和餐饮业,6 years,1,0,230,2,16.75454545,0,0
28636.36364,5,20.49,936.86,E,政府机构,房地产业,4 years,0,0,97,12,19.46363636,0,0
15000.0,3,4.788,451.73,A,幼教与中小学校,住宿和餐饮业,2 years,0,4,360,0,14.88,0,0
9090.909091,3,10.681,321.32,B,普通企业,电力、热力生产供应业,4 years,0,0,467,5,21.18181818,0,0
20000.0,3,11.858,652.7,B,幼教与中小学校,制造业,10+ years,0,0,304,8,8.745454545,0,0
10909.09091,3,14.135,403.47,B,普通企业,金融业,2 years,1,4,390,13,5.710909091,0,0
10909.09091,5,16.695,256.94,D,政府机构,房地产业,5 years,0,4,167,8,17.18,0,0
14181.81818,5,13.99,302.42,C,普通企业,住宿和餐饮业,10+ years,0,0,89,3,18.87,0,0
3000.0,3,10.908,99.82,B,幼教与中小学校,农、林、牧、渔业,10+ years,2,2,35,14,3.501818182,0,0
31800.0,3,11.466,978.54,C,幼教与中小学校,交通运输、仓储和邮政业,10+ years,0,0,176,3,18.56363636,0,0
7272.727273,3,7.9,250.33,A,政府机构,信息传输、软件和信息技术服务业,10+ years,2,0,787,14,14.44909091,0,0
13636.36364,3,14.931,531.74,D,普通企业,公共服务、社会组织,10+ years,1,0,143,8,17.60727273,0,0
5318.181818,3,5.32,195.75,A,上市企业,交通运输、仓储和邮政业,< 1 year,2,4,423,4,20.34545455,0,0
11818.18182,5,22.491,293.46,F,政府机构,房地产业,10+ years,0,5,9,7,9.027272727,0,0
10909.09091,5,19.665,330.41,D,普通企业,公共服务、社会组织,3 years,0,4,249,47,11.24181818,0,0
20800.0,3,13.783,589.01,C,普通企业,信息传输、软件和信息技术服务业,< 1 year,0,0,401,24,8.222727273,0,0
10000.0,5,13.59,230.57,C,世界五百强,电力、热力生产供应业,9 years,0,4,36,13,25.86,0,0
16363.63636,3,11.241,501.74,B,普通企业,农、林、牧、渔业,10+ years,0,0,139,8,6.709090909,0,0
10636.36364,5,14.46,305.6,C,普通企业,建筑业,2 years,1,0,425,44,11.31545455,0,0
4000.0,3,12.87,134.53,C,普通企业,文化和体育业,5 years,1,0,31,2,8.599090909,0,0
9090.909091,3,7.551,315.17,B,世界五百强,建筑业,,0,0,466,36,14.05,0,0
16363.63636,3,16.324,518.81,D,普通企业,交通运输、仓储和邮政业,4 years,2,2,614,3,17.57272727,0,0
2454.545455,3,11.05,98.29,B,政府机构,电力、热力生产供应业,10+ years,0,4,235,8,9.16,0,0
6545.454545,3,14.355,269.75,B,普通企业,电力、热力生产供应业,10+ years,0,2,121,14,18.17272727,0,0
9600.0,3,14.663,324.99,C,普通企业,公共服务、社会组织,2 years,1,5,469,27,20.09,0,0
6681.818182,3,16.841,213.26,C,普通企业,公共服务、社会组织,4 years,0,5,334,0,26.30181818,0,0
4000.0,3,12.231,135.92,C,上市企业,建筑业,5 years,1,0,505,10,20.68,0,0
1200.0,3,11.99,39.86,C,普通企业,交通运输、仓储和邮政业,2 years,0,0,79,2,20.80363636,0,0
6363.636364,3,16.686,254.97,E,普通企业,农、林、牧、渔业,3 years,0,0,89,3,22.05454545,0,0
1818.181818,3,7.282,61.41,A,幼教与中小学校,农、林、牧、渔业,3 years,1,4,17,13,8.050909091,0,0
35000.0,3,16.49,1238.98,D,普通企业,电力、热力生产供应业,1 year,0,0,19,14,19.76727273,0,0
19090.90909,5,10.9,455.55,B,普通企业,国际组织,10+ years,0,0,77,7,28.93636364,0,0
26400.0,3,12.39,881.79,C,普通企业,金融业,10+ years,0,0,707,11,27.78,0,0
28636.36364,5,24.189,966.47,F,上市企业,住宿和餐饮业,10+ years,0,0,514,13,31.44,0,0
15000.0,3,9.17,478.19,B,幼教与中小学校,采矿业,,1,0,51,13,17.83636364,0,0
5454.545455,3,9.92,193.38,B,上市企业,批发和零售业,3 years,1,0,33,22,14.83636364,0,0
3545.454545,3,13.189,99.63,C,世界五百强,公共服务、社会组织,,0,0,273,8,17.15,0,0
17727.27273,5,14.085,361.99,D,上市企业,信息传输、软件和信息技术服务业,7 years,0,0,282,7,24.41454545,0,0
10636.36364,3,16.99,320.83,D,普通企业,批发和零售业,10+ years,1,0,362,35,25.61454545,0,0
13090.90909,3,7.542,378.15,B,普通企业,建筑业,,2,4,667,42,8.04,0,0
34909.09091,3,11.241,1070.37,B,普通企业,电力、热力生产供应业,10+ years,0,0,219,21,29.71,0,0
41363.63636,5,11.44,768.69,B,普通企业,公共服务、社会组织,2 years,2,0,12,9,1.153636364,1,0
16000.0,5,22.4,490.11,E,高等教育机构,文化和体育业,10+ years,0,0,238,22,7.981818182,0,0
7090.909091,3,10.341,197.83,B,政府机构,建筑业,2 years,1,0,235,8,5.018181818,0,0
8727.272727,3,8.69,250.33,A,幼教与中小学校,文化和体育业,10+ years,1,0,335,8,3.11,0,0
6736.363636,3,15.378,194.76,C,政府机构,农、林、牧、渔业,5 years,1,2,48,10,11.7,0,0
24000.0,3,13.49,746.47,C,上市企业,农、林、牧、渔业,7 years,1,0,474,14,17.4,0,0
27272.72727,5,15.488,582.75,C,普通企业,金融业,10+ years,1,0,330,21,26.70545455,1,0
9090.909091,3,15.488,342.17,C,政府机构,交通运输、仓储和邮政业,,2,0,421,3,11.47,0,0
12450.0,5,20.889,322.9,E,政府机构,电力、热力生产供应业,1 year,1,4,141,13,22.25454545,0,0
16800.0,5,16.416,393.08,D,政府机构,农、林、牧、渔业,2 years,0,5,55,29,18.30545455,0,0
9075.0,3,16.99,323.51,D,上市企业,交通运输、仓储和邮政业,2 years,0,4,171,8,9.418181818,0,0
5781.818182,3,10.791,176.02,B,上市企业,金融业,< 1 year,0,0,313,43,48.17454545,1,0
20000.0,5,16.254,508.53,D,世界五百强,金融业,6 years,0,0,582,14,18.14727273,0,0
35000.0,3,14.663,1184.86,C,世界五百强,公共服务、社会组织,4 years,0,0,309,30,10.32727273,0,0
2945.454545,3,12.79,120.94,C,上市企业,金融业,6 years,2,0,178,23,24.39272727,0,0
8181.818182,3,11.67,297.52,B,普通企业,文化和体育业,10+ years,0,2,45,21,12.22,0,0
36654.54545,5,24.189,927.81,F,世界五百强,公共服务、社会组织,< 1 year,0,0,89,3,19.48,0,0
2954.545455,3,11.44,82.37,B,普通企业,交通运输、仓储和邮政业,10+ years,1,0,277,8,29.46,0,0
9818.181818,3,11.691,404.27,C,普通企业,国际组织,9 years,1,8,93,8,39.91,0,0
10000.0,3,9.891,327.34,B,高等教育机构,农、林、牧、渔业,10+ years,1,4,619,11,31.42909091,0,0
9000.0,3,15.61,314.69,C,政府机构,公共服务、社会组织,1 year,1,0,222,12,14.78181818,0,0
5090.909091,3,10.087,178.53,B,普通企业,电力、热力生产供应业,1 year,0,4,190,17,18.42,0,0
15000.0,3,8.9,476.3,A,普通企业,采矿业,2 years,1,0,120,21,19.52181818,0,0
8409.090909,3,15.499,316.55,B,普通企业,金融业,2 years,1,0,111,8,16.02,0,0
19000.0,3,9.17,605.7,B,普通企业,金融业,10+ years,0,4,99,8,10.93636364,0,0
6136.363636,3,12.639,247.29,B,高等教育机构,交通运输、仓储和邮政业,10+ years,0,0,200,22,22.49181818,0,0
16363.63636,5,28.127,445.3,F,上市企业,建筑业,< 1 year,2,6,31,2,12.16,0,0
22909.09091,3,15.389,717.63,C,普通企业,公共服务、社会组织,< 1 year,1,0,389,8,13.49181818,0,0
14545.45455,5,11.99,355.84,C,政府机构,住宿和餐饮业,10+ years,0,4,170,23,6.698181818,0,0
8479.545455,3,18.689,255.78,D,政府机构,住宿和餐饮业,10+ years,1,0,599,13,19.52181818,0,0
8795.454545,5,17.973,284.63,D,世界五百强,文化和体育业,2 years,0,2,408,14,35.24727273,0,0
20000.0,3,11.241,668.98,B,普通企业,交通运输、仓储和邮政业,10+ years,0,2,100,4,30.54545455,0,0
3272.727273,3,10.99,98.21,B,普通企业,建筑业,5 years,1,0,97,12,8.978181818,0,0
19104.54545,3,7.62,727.62,A,普通企业,建筑业,3 years,0,0,286,16,24.97272727,0,0
7854.545455,3,13.545,333.03,C,高等教育机构,电力、热力生产供应业,10+ years,1,7,203,30,23.6,0,0
18181.81818,3,14.839,678.61,C,政府机构,批发和零售业,10+ years,0,0,104,23,16.30909091,0,0
18909.09091,5,14.661,391.56,D,政府机构,金融业,7 years,1,4,197,4,19.45454545,0,0
13636.36364,3,8.253,478.19,B,普通企业,金融业,10+ years,0,0,337,14,22.59,0,0
27000.0,5,18.9,803.49,E,世界五百强,金融业,10+ years,1,0,188,23,22.69090909,0,0
13600.0,3,5.841,416.77,A,幼教与中小学校,采矿业,3 years,0,0,271,35,5.31,0,0
4136.363636,3,9.44,112.02,B,普通企业,建筑业,10+ years,0,0,556,10,16.66909091,0,0
13045.45455,5,22.491,421.11,F,高等教育机构,农、林、牧、渔业,8 years,0,0,518,1,26.4,0,1
29090.90909,3,12.584,1054.32,B,普通企业,金融业,6 years,0,0,197,4,16.62,0,0
13690.90909,3,15.31,436.96,C,政府机构,电力、热力生产供应业,8 years,1,0,829,41,17.08,0,0
11818.18182,3,6.62,307.04,A,普通企业,采矿业,10+ years,0,2,74,30,14.34,0,0
13090.90909,5,13.959,361.52,C,高等教育机构,住宿和餐饮业,3 years,1,4,193,13,26.28,0,0
9775.0,3,8.244,311.58,B,上市企业,电力、热力生产供应业,7 years,1,0,568,0,21.87272727,0,0
11818.18182,5,15.389,232.64,C,政府机构,公共服务、社会组织,5 years,0,2,4,3,6.272727273,0,0
11818.18182,3,14.938,339.74,C,上市企业,金融业,10+ years,0,3,483,3,12.87272727,0,0
16363.63636,3,8.253,637.58,B,政府机构,电力、热力生产供应业,10+ years,2,0,391,0,18.29090909,0,0
11454.54545,3,12.49,468.29,B,政府机构,住宿和餐饮业,5 years,1,4,109,21,20.93727273,0,0
6250.0,3,19.03,229.2,D,政府机构,电力、热力生产供应业,10+ years,0,0,78,19,10.39090909,0,0
28636.36364,3,12.99,1179.12,B,政府机构,信息传输、软件和信息技术服务业,7 years,1,0,197,4,7.181818182,0,0
21818.18182,3,8.253,637.58,B,政府机构,金融业,10+ years,1,0,304,8,12.67272727,0,0
17000.0,3,17.171,594.41,D,普通企业,农、林、牧、渔业,2 years,0,4,76,26,19.74545455,0,0
3927.272727,3,8.784,154.35,B,上市企业,农、林、牧、渔业,1 year,1,4,781,40,11.25,0,0
6545.454545,5,10.36,154.26,B,政府机构,文化和体育业,,1,0,484,21,15.61090909,0,0
7090.909091,3,12.12,199.63,B,高等教育机构,公共服务、社会组织,10+ years,1,0,412,13,17.60727273,0,0
5295.454545,3,10.75,190.02,B,普通企业,电力、热力生产供应业,10+ years,0,0,79,2,13.16454545,0,1
8181.818182,3,10.49,324.98,B,政府机构,制造业,10+ years,0,0,500,27,11.96181818,0,0
5454.545455,3,10.989,161.32,B,普通企业,农、林、牧、渔业,6 years,1,4,17,13,22.63636364,0,0
3272.727273,3,13.99,102.52,C,普通企业,公共服务、社会组织,6 years,0,0,255,9,6.717272727,0,0
10090.90909,5,18.99,287.88,D,普通企业,金融业,10+ years,1,5,103,36,27.74181818,0,0
20800.0,5,15.543,439.97,D,幼教与中小学校,交通运输、仓储和邮政业,3 years,0,0,36,13,12.73909091,0,0
16363.63636,3,16.173,650.48,D,普通企业,电力、热力生产供应业,< 1 year,0,0,215,8,33.89,1,0
16363.63636,3,9.378,649.3,B,政府机构,文化和体育业,10+ years,1,0,412,13,29.21454545,0,0
17454.54545,5,16.841,383.25,C,政府机构,建筑业,10+ years,0,0,359,43,17.71818182,0,0
9818.181818,3,13.18,405.37,C,普通企业,金融业,10+ years,0,0,157,8,24.25,0,0
8006.818182,3,10.791,225.0,B,幼教与中小学校,信息传输、软件和信息技术服务业,1 year,1,4,271,35,8.558181818,0,0
20000.0,3,12.584,658.95,B,上市企业,电力、热力生产供应业,,0,4,456,21,14.20363636,0,0
18909.09091,5,12.089,347.8,B,普通企业,信息传输、软件和信息技术服务业,5 years,1,7,136,8,24.57818182,0,0
35000.0,5,14.16,817.3,C,幼教与中小学校,电力、热力生产供应业,5 years,0,4,243,13,15.32727273,0,0
9490.909091,3,8.325,277.68,A,普通企业,房地产业,4 years,2,2,519,9,11.48727273,0,0
5400.0,3,7.49,167.95,A,普通企业,建筑业,< 1 year,2,0,19,14,12.88,0,0
17727.27273,3,9.99,483.94,B,普通企业,文化和体育业,7 years,0,0,176,3,20.66181818,0,1
16363.63636,3,5.31,451.66,A,幼教与中小学校,电力、热力生产供应业,10+ years,2,4,235,8,3.172727273,0,0
19636.36364,5,12.59,541.05,C,幼教与中小学校,交通运输、仓储和邮政业,7 years,0,0,49,12,30.34909091,0,0
6363.636364,3,17.919,247.11,D,高等教育机构,建筑业,9 years,1,4,701,30,26.52545455,0,0
27200.0,5,23.013,807.48,F,政府机构,公共服务、社会组织,4 years,2,4,542,14,15.03,0,0
4909.090909,3,10.087,191.28,B,普通企业,文化和体育业,,1,3,629,20,1.8,0,0
18000.0,3,8.541,576.51,B,政府机构,批发和零售业,2 years,1,0,143,8,20.13545455,0,0
27272.72727,3,6.92,771.02,A,政府机构,文化和体育业,10+ years,2,0,89,3,17.66,0,0
24000.0,5,22.0,635.86,D,上市企业,农、林、牧、渔业,10+ years,1,0,221,8,42.18,1,0
29700.0,5,16.074,751.93,D,幼教与中小学校,金融业,10+ years,0,4,225,18,16.91818182,0,0
9090.909091,3,7.89,312.86,A,普通企业,农、林、牧、渔业,4 years,0,2,261,8,7.681818182,0,0
4090.909091,3,7.731,158.05,A,普通企业,交通运输、仓储和邮政业,6 years,1,0,361,8,11.58545455,0,1
3636.363636,3,13.519,133.42,C,普通企业,文化和体育业,2 years,1,8,324,10,17.02909091,0,0
13090.90909,3,8.679,375.43,A,幼教与中小学校,住宿和餐饮业,3 years,0,0,786,5,5.869090909,0,0
14181.81818,3,15.037,408.22,C,政府机构,采矿业,1 year,1,0,149,22,22.58181818,0,0
8272.727273,3,9.537,221.53,B,普通企业,金融业,10+ years,1,0,103,36,11.96363636,0,0
909.0909091,3,14.895,35.43,D,上市企业,金融业,10+ years,0,5,386,19,13.41,0,0
12988.63636,3,20.889,581.84,E,政府机构,建筑业,< 1 year,0,11,750,2,4.254545455,0,0
2181.818182,3,10.296,79.08,B,上市企业,农、林、牧、渔业,1 year,1,0,149,22,23.04,0,0
16363.63636,3,7.731,632.19,A,世界五百强,建筑业,10+ years,0,4,480,8,3.52,0,0
14181.81818,3,13.959,402.54,C,普通企业,房地产业,3 years,1,4,300,9,18.25090909,0,0
1636.363636,3,8.937,64.47,B,普通企业,农、林、牧、渔业,1 year,0,3,134,8,3.065454545,0,0
11818.18182,3,8.784,321.55,B,普通企业,住宿和餐饮业,< 1 year,1,4,149,22,11.43818182,0,1
16000.0,3,11.99,531.36,B,世界五百强,电力、热力生产供应业,7 years,0,0,16,5,21.54,0,0
35000.0,5,17.57,880.61,D,政府机构,文化和体育业,10+ years,0,0,64,14,11.05363636,0,0
33090.90909,3,12.285,952.23,C,世界五百强,采矿业,,1,4,480,8,18.63,0,0
15000.0,3,7.101,469.29,A,普通企业,公共服务、社会组织,1 year,1,0,89,3,30.46909091,0,0
12545.45455,3,9.144,371.94,B,普通企业,电力、热力生产供应业,2 years,1,0,443,22,10.71,0,0
5000.0,3,10.99,163.67,B,普通企业,住宿和餐饮业,< 1 year,2,0,305,15,2.1,0,1
16363.63636,3,14.883,509.25,B,普通企业,金融业,10+ years,1,0,196,14,20.36454545,0,0
12727.27273,5,10.087,291.78,B,政府机构,采矿业,8 years,1,4,51,13,7.681818182,0,0
15545.45455,5,14.661,464.98,C,政府机构,文化和体育业,10+ years,1,0,232,13,18.96,0,0
5236.363636,3,10.076,204.0,B,政府机构,公共服务、社会组织,5 years,0,3,259,19,11.48727273,0,0
10181.81818,3,8.382,349.01,A,幼教与中小学校,建筑业,5 years,0,0,243,13,15.25909091,0,0
6545.454545,3,9.17,255.04,B,政府机构,国际组织,< 1 year,0,2,250,37,12.46,0,0
16281.81818,3,12.69,500.66,C,政府机构,信息传输、软件和信息技术服务业,< 1 year,1,0,4,3,18.14545455,0,0
17727.27273,3,8.496,480.08,B,普通企业,公共服务、社会组织,10+ years,0,0,108,21,18.22909091,0,0
24545.45455,5,12.141,690.15,C,政府机构,公共服务、社会组织,5 years,0,2,355,18,14.00727273,0,0
7240.909091,3,28.468,356.01,F,上市企业,采矿业,10+ years,0,0,600,4,32.49090909,0,0
32727.27273,3,20.889,1099.53,D,政府机构,交通运输、仓储和邮政业,,2,0,639,37,25.47272727,0,0
909.0909091,3,9.378,32.47,B,幼教与中小学校,金融业,,2,2,166,8,8.39,0,0
16000.0,5,12.231,368.9,C,普通企业,信息传输、软件和信息技术服务业,3 years,0,2,72,10,5.07,0,0
18500.0,3,9.17,589.76,B,普通企业,金融业,10+ years,0,0,173,32,12.45454545,0,0
3927.272727,3,21.989,178.37,D,世界五百强,住宿和餐饮业,10+ years,0,9,74,30,33.80727273,0,0
15454.54545,3,10.087,541.95,B,普通企业,采矿业,8 years,0,0,197,4,17.94545455,0,0
21818.18182,3,9.675,652.41,B,普通企业,电力、热力生产供应业,10+ years,0,0,238,22,14.12181818,0,0
14000.0,5,17.57,352.25,D,普通企业,交通运输、仓储和邮政业,10+ years,0,0,792,13,18.45454545,0,0
6000.0,3,22.35,230.24,D,政府机构,批发和零售业,10+ years,0,2,167,8,9.057272727,0,0
8856.818182,3,6.49,331.73,A,普通企业,住宿和餐饮业,< 1 year,1,4,160,4,23.44,0,0
5154.545455,3,15.27,219.23,C,上市企业,金融业,3 years,0,4,197,4,8.97,0,0
32727.27273,3,7.35,1241.5,A,高等教育机构,建筑业,1 year,0,4,58,17,20.06181818,0,0
7090.909091,3,14.07,205.27,C,政府机构,金融业,1 year,1,0,35,14,19.54909091,0,0
21243.18182,5,19.327,452.26,D,上市企业,电力、热力生产供应业,2 years,0,0,782,15,19.50545455,0,0
12272.72727,5,9.93,318.19,B,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,1,0,494,19,16.39,0,0
28636.36364,5,16.99,869.66,D,幼教与中小学校,文化和体育业,8 years,1,0,143,8,18.51,0,0
6725.0,3,17.86,242.66,D,政府机构,金融业,< 1 year,1,5,622,7,16.96363636,0,0
10000.0,3,10.384,320.05,B,普通企业,农、林、牧、渔业,9 years,0,0,557,7,14.67818182,0,0
15000.0,5,12.683,330.12,B,普通企业,采矿业,3 years,1,0,157,8,14.91272727,0,0
10300.0,3,21.417,380.01,D,幼教与中小学校,制造业,6 years,1,0,48,10,26.73,0,0
12000.0,5,13.44,275.75,C,政府机构,金融业,< 1 year,1,0,390,13,10.68,0,0
10775.0,3,8.01,342.15,A,普通企业,金融业,5 years,0,4,232,13,22.75454545,0,0
14181.81818,3,12.254,393.67,B,普通企业,金融业,2 years,0,0,793,33,20.26,0,0
9900.0,3,16.14,348.74,C,政府机构,交通运输、仓储和邮政业,7 years,0,4,166,8,39.22,0,0
18159.09091,3,14.31,685.71,C,普通企业,公共服务、社会组织,,1,4,141,13,13.76363636,0,0
19854.54545,3,5.32,505.93,A,上市企业,金融业,2 years,1,0,443,22,4.4,0,0
16363.63636,3,8.253,637.58,B,普通企业,公共服务、社会组织,,1,4,744,11,27.00909091,0,0
9090.909091,5,12.69,225.95,C,政府机构,信息传输、软件和信息技术服务业,5 years,0,0,585,27,20.29090909,0,0
8181.818182,3,8.18,314.2,B,普通企业,国际组织,10+ years,0,0,111,8,17.71636364,0,0
16363.63636,5,8.998,305.44,B,普通企业,金融业,,0,4,324,10,8.16,0,0
26000.0,5,24.365,609.5,E,普通企业,建筑业,,0,1,92,18,5.195454545,0,0
22590.90909,3,13.779,865.22,C,世界五百强,采矿业,10+ years,1,0,9,7,18.13909091,0,0
5727.272727,3,4.788,210.81,A,世界五百强,电力、热力生产供应业,,1,0,221,8,19.78181818,0,0
9163.636364,3,12.837,277.68,B,上市企业,电力、热力生产供应业,10+ years,0,0,35,14,3.172727273,0,0
28625.0,3,11.176,925.81,B,普通企业,建筑业,8 years,1,4,370,13,21.02,0,0
10909.09091,5,13.545,285.8,C,普通企业,金融业,4 years,0,5,405,2,16.30636364,0,0
26181.81818,3,7.89,750.86,A,普通企业,房地产业,4 years,1,0,157,8,0.981818182,0,0
5727.272727,3,4.788,210.81,A,政府机构,公共服务、社会组织,,0,0,204,24,15.39090909,0,0
23636.36364,5,16.99,496.95,D,普通企业,公共服务、社会组织,1 year,0,0,340,14,12.37090909,0,0
14654.54545,3,7.777,383.28,A,政府机构,建筑业,5 years,1,0,225,18,14.26,0,0
26181.81818,3,10.087,1020.13,B,政府机构,住宿和餐饮业,1 year,0,0,188,23,8.705454545,0,0
27272.72727,5,15.05,595.41,C,普通企业,制造业,3 years,0,0,491,30,25.63636364,0,0
22036.36364,5,8.9,418.34,A,上市企业,住宿和餐饮业,5 years,0,0,344,2,18.5,0,0
11200.0,3,10.725,360.08,B,普通企业,制造业,2 years,1,4,466,36,8.320909091,0,0
16363.63636,3,13.189,664.2,B,高等教育机构,电力、热力生产供应业,10+ years,1,2,372,30,1.89,0,0
5454.545455,3,16.841,208.91,C,幼教与中小学校,批发和零售业,1 year,2,0,164,20,23.34272727,0,0
5727.272727,3,15.939,240.92,C,政府机构,农、林、牧、渔业,10+ years,0,0,544,20,18.10909091,0,0
6545.454545,3,11.99,199.26,B,高等教育机构,金融业,4 years,2,5,552,0,10.26545455,0,0
5400.0,3,14.049,188.81,D,普通企业,农、林、牧、渔业,,0,0,97,12,13.12363636,0,1
8750.0,3,15.61,305.95,D,普通企业,采矿业,10+ years,1,0,362,35,27.14,0,0
35454.54545,5,11.511,679.38,C,政府机构,住宿和餐饮业,7 years,2,3,19,14,11.68,0,0
7090.909091,3,11.165,194.03,B,普通企业,公共服务、社会组织,6 years,1,0,19,14,8.083636364,0,0
10909.09091,3,6.651,310.56,A,政府机构,信息传输、软件和信息技术服务业,,0,0,512,21,10.5,0,0
9090.909091,3,7.667,308.64,A,普通企业,交通运输、仓储和邮政业,5 years,0,0,282,7,24.7,0,0
10909.09091,3,8.991,387.15,B,世界五百强,公共服务、社会组织,1 year,0,0,553,27,15.25454545,0,0
2045.454545,3,8.991,80.66,B,普通企业,建筑业,4 years,1,0,500,27,13.96363636,0,0
9454.545455,3,14.498,270.25,C,政府机构,公共服务、社会组织,6 years,1,0,460,27,25.30909091,0,0
27300.0,5,27.801,898.23,G,政府机构,金融业,< 1 year,0,0,70,32,25.73636364,0,0
7272.727273,3,16.99,285.19,D,普通企业,建筑业,2 years,2,0,96,17,28.4,0,0
31818.18182,5,21.06,994.73,E,普通企业,住宿和餐饮业,6 years,2,0,566,30,27.77,0,0
16363.63636,3,12.591,512.6,C,政府机构,金融业,,1,0,451,36,4.672727273,0,0
4363.636364,3,12.639,158.27,B,普通企业,交通运输、仓储和邮政业,2 years,1,4,386,19,20.32363636,0,0
29886.36364,5,15.102,813.15,C,高等教育机构,建筑业,3 years,0,0,97,12,12.90909091,0,0
44465.90909,5,16.99,934.88,D,政府机构,采矿业,10+ years,0,0,135,33,22.85181818,0,0
